1, 31.17, 31173511.89
2, 340.36, 170179284.72
4, 676.55, 169136318.83
8, 1382.17, 172770777.97
16, 1958.63, 122414466.39
32, 5458.29, 170571594.66
64, 9458.62, 147790984.43
128, 20108.64, 157098769.09
256, 20144.86, 78690876.84
512, 28826.52, 56301799.37
1024, 77470.48, 75654768.55
2048, 112603.65, 54982251.35
4096, 116153.48, 28357782.97
8192, 177268.29, 21639196.10
16384, 208494.05, 12725466.93
32768, 56463.91, 1723141.65
65536, 55388.88, 845167.26
131072, 54936.54, 419132.56
262144, 57283.32, 218518.54
524288, 55326.53, 105526.99
1048576, 26334.34, 25114.38
2097152, 36964.26, 17625.93
4194304, 35875.22, 8553.32
8388608, 31021.97, 3698.11
