1, 53.65, 53653960.01
2, 340.57, 170282961.84
4, 681.02, 170256225.57
8, 1418.21, 177276491.64
16, 1942.71, 121419316.14
32, 4138.03, 129313306.70
64, 10928.55, 170758646.77
128, 13141.92, 102671216.45
256, 38087.18, 148778047.54
512, 54606.96, 106654227.80
1024, 76998.09, 75193446.85
2048, 118543.81, 57882721.27
4096, 63349.87, 15466278.06
8192, 183218.19, 22365501.31
16384, 224946.32, 13729633.54
32768, 54566.90, 1665249.64
65536, 57141.02, 871902.81
131072, 57264.60, 436894.21
262144, 58011.51, 221296.37
524288, 55245.30, 105372.04
1048576, 27625.21, 26345.45
2097152, 36996.47, 17641.29
4194304, 34582.05, 8245.00
8388608, 28818.74, 3435.46
