1, 27.17, 27167649.31
2, 338.29, 169147491.49
4, 673.15, 168288198.93
8, 1376.63, 172078161.31
16, 2723.09, 170193302.69
32, 5442.89, 170090176.13
64, 10572.29, 165191980.21
128, 14445.25, 112853483.74
256, 37936.29, 148188619.06
512, 57658.26, 112613796.40
1024, 77126.13, 75318484.85
2048, 118809.01, 58012211.39
4096, 66739.38, 16293793.36
8192, 172487.16, 21055561.38
16384, 210467.58, 12845921.58
32768, 52970.47, 1616530.40
65536, 56341.95, 859709.99
131072, 58091.77, 443205.01
262144, 57524.88, 219439.99
524288, 56498.67, 107762.66
1048576, 26804.66, 25562.92
2097152, 37055.45, 17669.41
4194304, 34443.72, 8212.02
8388608, 30457.01, 3630.76
