1, 59.15, 59153221.38
2, 283.23, 141613285.86
4, 603.87, 150968322.85
8, 1143.10, 142887443.04
16, 2502.74, 156421094.15
32, 4284.03, 133875811.32
64, 4298.59, 67165508.70
128, 10967.63, 85684641.76
256, 32587.01, 127293020.28
512, 46499.29, 90818920.29
1024, 73250.93, 71534115.46
2048, 106380.98, 51943836.76
4096, 131264.50, 32046997.14
8192, 153804.68, 18774985.11
16384, 203033.22, 12392164.00
32768, 55907.34, 1706156.64
65536, 57456.67, 876719.26
131072, 56944.36, 434450.99
262144, 58651.47, 223737.60
524288, 55566.10, 105983.92
1048576, 26449.38, 25224.10
2097152, 36666.96, 17484.17
4194304, 35174.98, 8386.37
8388608, 30610.47, 3649.05
