1, 54.54, 54544448.24
2, 337.75, 168874790.79
4, 682.35, 170587966.86
8, 1415.67, 176958858.82
16, 2801.99, 175124634.69
32, 5476.04, 171126192.30
64, 10930.36, 170786904.09
128, 12771.48, 99777218.43
256, 38533.36, 150520942.71
512, 55336.68, 108079448.36
1024, 77396.74, 75582755.05
2048, 121011.58, 59087685.21
4096, 141148.98, 34460199.88
8192, 176908.51, 21595276.90
16384, 207902.05, 12689333.81
32768, 55915.65, 1706410.07
65536, 56179.51, 857231.31
131072, 57239.24, 436700.77
262144, 58719.55, 223997.32
524288, 58033.44, 110690.00
1048576, 26866.26, 25621.66
2097152, 36993.23, 17639.75
4194304, 35228.91, 8399.23
8388608, 31246.87, 3724.92
