1, 33.35, 33352702.05
2, 281.15, 140572523.73
4, 586.84, 146710259.14
8, 1246.69, 155835682.77
16, 2505.17, 156573018.10
32, 4846.26, 151445597.64
64, 9666.85, 151044577.25
128, 17724.50, 138472690.24
256, 32744.10, 127906630.66
512, 47597.81, 92964477.73
1024, 61351.35, 59913424.66
2048, 111078.44, 54237518.18
4096, 132135.42, 32259625.10
8192, 177157.24, 21625639.81
16384, 195833.47, 11952726.22
32768, 56299.48, 1718123.85
65536, 56543.12, 862779.61
131072, 56084.20, 427888.46
262144, 55053.17, 210011.19
524288, 55679.95, 106201.07
1048576, 26809.17, 25567.21
2097152, 34942.15, 16661.71
4194304, 35099.35, 8368.34
8388608, 29670.94, 3537.05
