1, 29.81, 29811910.15
2, 114.40, 57198523.38
4, 487.33, 121831435.86
8, 1252.70, 156587947.29
16, 2278.90, 142431112.69
32, 4184.14, 130754470.94
64, 9669.32, 151083076.20
128, 17902.45, 139862889.62
256, 33833.20, 132160956.72
512, 44449.75, 86815919.34
1024, 59808.99, 58407216.68
2048, 101654.82, 49636143.97
4096, 151160.21, 36904347.70
8192, 189817.95, 23171136.53
16384, 173062.39, 10562889.80
32768, 55288.40, 1687268.03
65536, 56541.20, 862750.18
131072, 59169.27, 451425.68
262144, 59263.61, 226072.74
524288, 47119.41, 89873.14
1048576, 28486.16, 27166.52
2097152, 37318.02, 17794.62
4194304, 34278.81, 8172.71
8388608, 28106.38, 3350.54
