1, 49.65, 49646077.77
2, 281.82, 140909575.60
4, 601.45, 150362158.69
8, 1228.88, 153609825.63
16, 1826.77, 114173376.88
32, 4840.60, 151268762.24
64, 9653.62, 150837739.70
128, 14845.56, 115980898.88
256, 31333.13, 122395040.73
512, 47339.19, 92459363.37
1024, 70780.33, 69121414.15
2048, 103086.74, 50335320.06
4096, 133687.73, 32638606.79
8192, 179188.75, 21873626.41
16384, 205218.37, 12525535.50
32768, 54699.19, 1669286.88
65536, 57021.05, 870072.11
131072, 56671.25, 432367.34
262144, 55757.46, 212697.82
524288, 56677.66, 108104.05
1048576, 27210.46, 25949.92
2097152, 36472.95, 17391.66
4194304, 35999.53, 8582.96
8388608, 29662.75, 3536.08
