1, 35.33, 35333172.30
2, 266.39, 133196255.51
4, 589.39, 147347291.08
8, 1224.88, 153110047.85
16, 2235.43, 139714503.41
32, 3490.02, 109063145.79
64, 9494.87, 148357283.25
128, 14154.96, 110585637.44
256, 34174.27, 133493250.52
512, 48058.97, 93865175.96
1024, 74072.40, 72336329.27
2048, 115843.76, 56564335.97
4096, 151290.89, 36936252.65
8192, 167677.88, 20468491.67
16384, 207600.99, 12670958.92
32768, 54369.90, 1659237.82
65536, 56791.94, 866576.26
131072, 57146.92, 435996.38
262144, 58126.82, 221736.22
524288, 57048.26, 108810.92
1048576, 26903.41, 25657.09
2097152, 34986.64, 16682.93
4194304, 35633.77, 8495.75
8388608, 29503.69, 3517.11
