1, 58.60, 58600222.35
2, 314.23, 157114198.91
4, 683.24, 170810607.41
8, 1359.34, 169917222.20
16, 2804.73, 175295872.89
32, 5407.28, 168977346.99
64, 10954.89, 171170133.64
128, 20184.60, 157692173.50
256, 38004.58, 148455372.57
512, 58160.65, 113595016.26
1024, 78372.28, 76535430.51
2048, 91819.84, 44833907.97
4096, 139869.44, 34147811.69
8192, 180881.53, 22080264.59
16384, 212246.45, 12954495.32
32768, 56443.36, 1722514.77
65536, 55697.67, 849878.99
131072, 58323.11, 444970.00
262144, 54405.46, 207540.34
524288, 52359.83, 99868.46
1048576, 26974.45, 25724.84
2097152, 36943.01, 17615.80
4194304, 35376.42, 8434.40
8388608, 31843.80, 3796.08
