1, 56.70, 56702953.84
2, 175.27, 87633780.70
4, 586.65, 146662847.32
8, 1248.82, 156102894.20
16, 2478.81, 154925788.02
32, 4910.98, 153468019.75
64, 9671.35, 151114832.46
128, 17362.63, 135645526.30
256, 30429.38, 118864766.75
512, 48345.00, 94423832.59
1024, 74467.48, 72722150.67
2048, 111322.03, 54356458.02
4096, 131357.57, 32069719.44
8192, 177948.12, 21722182.14
16384, 203022.36, 12391501.71
32768, 55473.84, 1692927.10
65536, 55225.89, 842680.15
131072, 56931.59, 434353.60
262144, 56699.10, 216289.90
524288, 56700.98, 108148.55
1048576, 27017.31, 25765.71
2097152, 37165.99, 17722.13
4194304, 35516.65, 8467.83
8388608, 30523.82, 3638.72
