1, 27.25, 27251982.44
2, 147.23, 73612801.14
4, 554.71, 138677021.88
8, 1249.90, 156237414.19
16, 2323.57, 145223172.17
32, 4840.82, 151275560.16
64, 9902.91, 154732893.35
128, 17624.25, 137689485.77
256, 20824.89, 81347213.93
512, 32647.11, 63763884.10
1024, 56173.51, 54856939.57
2048, 112127.21, 54749614.25
4096, 149299.36, 36450039.46
8192, 190459.58, 23249460.78
16384, 174060.71, 10623822.52
32768, 52622.40, 1605908.30
65536, 56198.08, 857514.59
131072, 58881.68, 449231.60
262144, 55483.16, 211651.47
524288, 57595.01, 109853.77
1048576, 27767.44, 26481.09
2097152, 36076.96, 17202.84
4194304, 35511.48, 8466.60
8388608, 29319.54, 3495.16
