1, 57.13, 57127607.10
2, 262.41, 131202653.24
4, 604.57, 151142658.74
8, 1233.95, 154243624.45
16, 2432.59, 152037065.65
32, 4902.11, 153191033.05
64, 5642.91, 88170421.87
128, 10426.40, 81456234.02
256, 19076.01, 74515647.86
512, 35957.42, 70229343.64
1024, 62639.19, 61171082.01
2048, 113567.11, 55452689.21
4096, 131321.58, 32060931.72
8192, 168513.95, 20570549.99
16384, 200232.78, 12221238.79
32768, 54861.89, 1674252.16
65536, 56429.17, 861040.88
131072, 57820.97, 441139.03
262144, 58920.30, 224763.10
524288, 46597.46, 88877.61
1048576, 27492.45, 26218.84
2097152, 36949.45, 17618.87
4194304, 35295.47, 8415.10
8388608, 28830.96, 3436.92
