1, 53.69, 53694383.33
2, 281.59, 140794257.03
4, 597.98, 149494986.65
8, 1148.27, 143534116.41
16, 2499.11, 156194324.43
32, 2218.87, 69339714.55
64, 9627.07, 150422943.31
128, 15714.59, 122770230.94
256, 33226.53, 129791115.81
512, 47469.83, 92714519.75
1024, 73605.44, 71880311.26
2048, 85520.19, 41757903.00
4096, 132072.65, 32244299.18
8192, 154378.62, 18845045.96
16384, 205183.88, 12523430.02
32768, 55396.39, 1690563.75
65536, 56961.27, 869160.04
131072, 52652.29, 401705.09
262144, 52430.11, 200005.00
524288, 39274.16, 74909.51
1048576, 28227.92, 26920.24
2097152, 35126.29, 16749.52
4194304, 34605.15, 8250.51
8388608, 27267.52, 3250.54
