1, 27.14, 27136811.78
2, 115.61, 57802529.17
4, 650.73, 162682223.66
8, 1410.15, 176269210.23
16, 1858.90, 116181129.93
32, 5439.39, 169980850.37
64, 9911.92, 154873684.81
128, 17157.53, 134043201.61
256, 29178.72, 113979393.67
512, 58133.92, 113542819.54
1024, 78409.51, 76571786.73
2048, 120521.77, 58848518.70
4096, 141762.07, 34609879.38
8192, 183694.38, 22423630.11
16384, 213245.35, 13015463.11
32768, 55454.14, 1692326.12
65536, 57528.24, 877811.26
131072, 58018.61, 442646.90
262144, 54400.12, 207519.97
524288, 57489.14, 109651.83
1048576, 27556.54, 26279.96
2097152, 36884.15, 17587.74
4194304, 35833.15, 8543.29
8388608, 30886.99, 3682.02
