1, 28.52, 28521312.49
2, 289.16, 144579183.73
4, 599.75, 149936279.91
8, 769.02, 96127995.62
16, 2488.76, 155547461.05
32, 4760.63, 148769741.42
64, 9551.57, 149243294.55
128, 18080.77, 141256039.57
256, 35265.20, 137754686.47
512, 47927.38, 93608172.36
1024, 73852.95, 72122020.65
2048, 107800.29, 52636860.35
4096, 133596.51, 32616334.55
8192, 178683.27, 21811923.15
16384, 201767.81, 12314929.70
32768, 57222.58, 1746294.61
65536, 58349.75, 890346.53
131072, 58422.12, 445725.38
262144, 59430.75, 226710.32
524288, 50809.32, 96911.10
1048576, 28403.89, 27088.06
2097152, 35009.99, 16694.06
4194304, 34217.64, 8158.12
8388608, 28812.57, 3434.73
