1, 54.30, 54298120.02
2, 283.16, 141582271.43
4, 582.35, 145586571.74
8, 1251.02, 156377506.57
16, 2092.37, 130772906.02
32, 4837.32, 151166223.80
64, 9342.81, 145981399.68
128, 15825.98, 123640436.98
256, 30532.87, 119269032.21
512, 26534.06, 51824337.77
1024, 45068.66, 44012359.42
2048, 116972.07, 57115269.19
4096, 133819.17, 32670696.97
8192, 176626.67, 21560872.43
16384, 196740.55, 12008090.47
32768, 56731.44, 1731306.01
65536, 56691.16, 865038.46
131072, 57549.19, 439065.50
262144, 55855.68, 213072.52
524288, 55209.24, 105303.27
1048576, 26678.95, 25443.03
2097152, 36453.73, 17382.49
4194304, 34082.06, 8125.80
8388608, 31124.59, 3710.34
