1, 59.27, 59269686.47
2, 332.67, 166336582.15
4, 673.80, 168450300.48
8, 1382.96, 172870184.73
16, 2795.97, 174748322.74
32, 5472.67, 171021025.91
64, 10736.23, 167753572.90
128, 15125.94, 118171444.93
256, 35331.97, 138015508.48
512, 38178.02, 74566435.78
1024, 63051.94, 61574162.52
2048, 100804.46, 49220925.83
4096, 158771.23, 38762507.28
8192, 112707.23, 13758206.88
16384, 214072.69, 13065960.24
32768, 56943.55, 1737779.12
65536, 56611.39, 863821.23
131072, 58337.02, 445076.17
262144, 58354.90, 222606.28
524288, 55890.73, 106603.11
1048576, 27129.53, 25872.74
2097152, 36666.99, 17484.18
4194304, 35873.25, 8552.85
8388608, 27209.12, 3243.58
