1, 18.92, 18918584.04
2, 284.47, 142234868.02
4, 556.45, 139111995.15
8, 1220.88, 152609868.96
16, 2464.90, 154056124.23
32, 4758.84, 148713733.62
64, 9658.10, 150907802.59
128, 17831.57, 139309112.75
256, 35195.28, 137481553.27
512, 48425.66, 94581376.05
1024, 43091.32, 42081371.57
2048, 105608.69, 51566743.28
4096, 133471.55, 32585827.91
8192, 177826.20, 21707299.33
16384, 183980.58, 11229283.72
32768, 55720.93, 1700467.71
65536, 57477.49, 877036.90
131072, 58221.25, 444192.92
262144, 59174.50, 225732.82
524288, 52975.31, 101042.39
1048576, 28351.45, 27038.05
2097152, 37230.50, 17752.88
4194304, 34195.41, 8152.82
8388608, 30749.93, 3665.68
