1, 57.41, 57410688.57
2, 201.18, 100591919.19
4, 603.99, 150997171.51
8, 1253.20, 156650418.88
16, 2404.27, 150267186.79
32, 4610.16, 144067570.14
64, 9485.08, 148204411.44
128, 15594.48, 121831895.90
256, 33916.69, 132487069.55
512, 48487.07, 94701314.87
1024, 73433.23, 71712138.45
2048, 112438.86, 54901786.46
4096, 132381.92, 32319804.60
8192, 177858.65, 21711261.32
16384, 206547.75, 12606674.14
32768, 55060.36, 1680308.72
65536, 56978.22, 869418.60
131072, 57561.97, 439162.99
262144, 59070.32, 225335.39
524288, 41910.46, 79937.86
1048576, 26863.39, 25618.92
2097152, 34934.02, 16657.84
4194304, 35189.25, 8389.77
8388608, 29456.05, 3511.43
