1, 55.81, 55812574.04
2, 268.08, 134039834.62
4, 602.03, 150508552.13
8, 1195.72, 149465313.59
16, 2489.95, 155621968.58
32, 4844.04, 151376105.40
64, 9621.26, 150332140.42
128, 15450.89, 120710073.75
256, 23445.07, 91582297.26
512, 48076.95, 93900294.79
1024, 67490.60, 65908784.20
2048, 112140.07, 54755891.15
4096, 145111.62, 35427642.22
8192, 182883.74, 22324675.51
16384, 215471.30, 13151324.50
32768, 55555.07, 1695406.23
65536, 57253.66, 873621.53
131072, 56365.43, 430034.09
262144, 56638.58, 216059.03
524288, 56344.84, 107469.25
1048576, 27203.93, 25943.69
2097152, 35704.70, 17025.33
4194304, 35594.25, 8486.33
8388608, 30107.56, 3589.10
