1, 29.80, 29804676.55
2, 288.02, 144012455.18
4, 351.05, 87763080.79
8, 1056.16, 132019736.68
16, 2316.29, 144767883.22
32, 4844.93, 151404038.92
64, 9679.26, 151238380.93
128, 16048.46, 125378582.10
256, 34207.73, 133623958.72
512, 27112.97, 52955013.97
1024, 70365.92, 68716716.42
2048, 112564.49, 54963127.84
4096, 133481.00, 32588134.38
8192, 173740.26, 21208528.27
16384, 203896.44, 12444851.33
32768, 57208.97, 1745879.21
65536, 56900.38, 868230.86
131072, 58120.75, 443426.17
262144, 58446.25, 222954.75
524288, 58555.86, 111686.44
1048576, 29276.35, 27920.10
2097152, 37617.00, 17937.19
4194304, 35550.02, 8475.79
8388608, 27896.34, 3325.50
