1, 54.52, 54515269.73
2, 286.90, 143452075.50
4, 603.31, 150826359.95
8, 1255.91, 156988565.22
16, 2482.06, 155128940.38
32, 3318.72, 103709899.58
64, 9797.82, 153091002.32
128, 17506.03, 136765870.93
256, 18221.92, 71179364.73
512, 48372.19, 94476937.09
1024, 68870.43, 67256279.00
2048, 116984.29, 57121233.66
4096, 135542.60, 33091455.53
8192, 119406.90, 14576037.70
16384, 201642.44, 12307278.08
32768, 59318.00, 1810241.75
65536, 57810.73, 882121.72
131072, 56163.55, 428493.91
262144, 58783.56, 224241.48
524288, 58367.08, 111326.37
1048576, 27870.26, 26579.15
2097152, 36668.94, 17485.11
4194304, 35341.59, 8426.09
8388608, 30566.85, 3643.85
